compound_name,chembl_id,target_id,action_type
ELETRIPTAN HYDROBROMIDE,CHEMBL1201003,CHEMBL1898,AGONIST
ELETRIPTAN HYDROBROMIDE,CHEMBL1201003,CHEMBL1983,AGONIST
AMPHETAMINE SULFATE,CHEMBL501,CHEMBL238,RELEASING AGENT
AMPHETAMINE SULFATE,CHEMBL501,CHEMBL222,RELEASING AGENT
TREPROSTINIL,CHEMBL1237119,CHEMBL1995,AGONIST
METHYLNALTREXONE BROMIDE,CHEMBL1201770,CHEMBL233,ANTAGONIST
OXAPROZIN POTASSIUM,CHEMBL1200463,CHEMBL2094253,INHIBITOR
ABAMETAPIR,CHEMBL2205807,CHEMBL4495552,INHIBITOR
ABAMETAPIR,CHEMBL2205807,CHEMBL2363058,SEQUESTERING AGENT
ABAMETAPIR,CHEMBL2205807,CHEMBL2363057,SEQUESTERING AGENT
ABAMETAPIR,CHEMBL2205807,CHEMBL2363056,SEQUESTERING AGENT
PHENMETRAZINE,CHEMBL1201208,,
CYPROHEPTADINE,CHEMBL516,,
DACLATASVIR,CHEMBL2023898,,
PACRITINIB,CHEMBL2035187,CHEMBL2971,INHIBITOR
PACRITINIB,CHEMBL2035187,CHEMBL1974,INHIBITOR
IOFLUPANE,CHEMBL1945778,,
DOLUTEGRAVIR,CHEMBL1229211,,
FLUVOXAMINE,CHEMBL814,,
ERTAPENEM,CHEMBL1359,CHEMBL2354204,INHIBITOR
ERTAPENEM,CHEMBL1359,CHEMBL5500282,INHIBITOR
ERTAPENEM,CHEMBL1359,CHEMBL3309036,INHIBITOR
DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778,CHEMBL2094255,INHIBITOR
DEXRAZOXANE HYDROCHLORIDE,CHEMBL1200778,CHEMBL2363058,CHELATING AGENT
IODIPAMIDE,CHEMBL1165268,,
BUFLOMEDIL,CHEMBL188921,,
DASABUVIR SODIUM MONOHYDRATE,CHEMBL3544985,CHEMBL4296320,INHIBITOR
MEDRYSONE,CHEMBL1201173,CHEMBL2034,AGONIST
MESORIDAZINE,CHEMBL1088,,
NORGESTREL,CHEMBL2107797,CHEMBL208,AGONIST
DIBENZEPIN HYDROCHLORIDE,CHEMBL2104287,,
CHLORPHENTERMINE HYDROCHLORIDE,CHEMBL1200595,CHEMBL228,SUBSTRATE
ROPIVACAINE HYDROCHLORIDE,CHEMBL1889140,CHEMBL2331043,BLOCKER
GUANABENZ,CHEMBL420,,
CEFTAZIDIME SODIUM,CHEMBL1200768,CHEMBL2354204,INHIBITOR
NETILMICIN,CHEMBL1572,,
DOXYCYCLINE ANHYDROUS,CHEMBL1433,,
IOTHALAMATE SODIUM,CHEMBL1097620,,
BOSENTAN,CHEMBL957,CHEMBL2096678,ANTAGONIST
PROPIOLACTONE,CHEMBL1200627,,
PIMECROLIMUS,CHEMBL1200686,CHEMBL1902,INHIBITOR
CHLORPHENTERMINE,CHEMBL1201269,,
DICHLORPHENAMIDE,CHEMBL17,CHEMBL261,INHIBITOR
DICHLORPHENAMIDE,CHEMBL17,CHEMBL205,INHIBITOR
DICHLORPHENAMIDE,CHEMBL17,CHEMBL3242,INHIBITOR
DICHLORPHENAMIDE,CHEMBL17,CHEMBL3729,INHIBITOR
LOPERAMIDE HYDROCHLORIDE,CHEMBL1707,CHEMBL233,AGONIST
TASIMELTEON,CHEMBL2103822,CHEMBL2094268,AGONIST
IDARUBICIN,CHEMBL1117,,
RETAPAMULIN,CHEMBL1658,CHEMBL2364096,INHIBITOR
RETAPAMULIN,CHEMBL1658,CHEMBL2364103,INHIBITOR
MELPHALAN,CHEMBL852,CHEMBL2311221,INHIBITOR
BISOPROLOL FUMARATE,CHEMBL1472989,CHEMBL213,ANTAGONIST
NAPROXEN,CHEMBL154,CHEMBL2094253,INHIBITOR
EPIRUBICIN,CHEMBL417,,
AZLOCILLIN,CHEMBL1537,,
CANRENONE,CHEMBL1463345,CHEMBL1994,ANTAGONIST
MAGNESIUM CHLORIDE,CHEMBL3185229,,
MORPHINE SULFATE,CHEMBL2103744,CHEMBL233,AGONIST
EFLORNITHINE HYDROCHLORIDE,CHEMBL1201037,CHEMBL1869,INHIBITOR
OLSALAZINE,CHEMBL425,,
SODIUM ASCORBATE,CHEMBL591665,,
PYRIMETHAMINE,CHEMBL36,CHEMBL1939,INHIBITOR
GANCICLOVIR SODIUM,CHEMBL1200850,CHEMBL1872,INHIBITOR
DEXTROAMPHETAMINE SULFATE,CHEMBL3544971,CHEMBL238,RELEASING AGENT
DEXTROAMPHETAMINE SULFATE,CHEMBL3544971,CHEMBL222,RELEASING AGENT
DEXTROAMPHETAMINE SULFATE,CHEMBL3544971,CHEMBL1893,INHIBITOR
DROPERIDOL,CHEMBL1108,CHEMBL224,ANTAGONIST
DROPERIDOL,CHEMBL1108,CHEMBL2331075,ANTAGONIST
ULIPRISTAL ACETATE,CHEMBL260538,CHEMBL208,MODULATOR
KETOTIFEN FUMARATE,CHEMBL1633,CHEMBL231,ANTAGONIST
TRANEXAMIC ACID,CHEMBL877,CHEMBL1801,INHIBITOR
ALPIDEM,CHEMBL54349,CHEMBL5742,PARTIAL AGONIST
SAQUINAVIR,CHEMBL114,CHEMBL243,INHIBITOR
SOTALOL HYDROCHLORIDE,CHEMBL1700,CHEMBL213,ANTAGONIST
SOTALOL HYDROCHLORIDE,CHEMBL1700,CHEMBL240,BLOCKER
SOTALOL HYDROCHLORIDE,CHEMBL1700,CHEMBL210,ANTAGONIST
MONOMETHYL FUMARATE,CHEMBL589586,CHEMBL2069156,INHIBITOR
PYROVALERONE HYDROCHLORIDE,CHEMBL2104793,CHEMBL2096990,INHIBITOR
ESKETAMINE HYDROCHLORIDE,CHEMBL2364609,CHEMBL2094124,NEGATIVE ALLOSTERIC MODULATOR
DESIPRAMINE HYDROCHLORIDE,CHEMBL1696,CHEMBL222,INHIBITOR
LESINURAD,CHEMBL2105720,CHEMBL6120,INHIBITOR
CEFOPERAZONE,CHEMBL507674,,
SARECYCLINE,CHEMBL2364632,,
FULVESTRANT,CHEMBL1358,CHEMBL206,ANTAGONIST
FULVESTRANT,CHEMBL1358,CHEMBL206,DEGRADER
HEPTABARBITAL,CHEMBL468837,,
SODIUM SULFATE,CHEMBL3989856,,
NORETHYNODREL,CHEMBL1387,CHEMBL208,AGONIST
DURLOBACTAM SODIUM,CHEMBL4297378,CHEMBL1075159,INHIBITOR
DURLOBACTAM SODIUM,CHEMBL4297378,CHEMBL5223041,INHIBITOR
DURLOBACTAM SODIUM,CHEMBL4297378,CHEMBL5223042,INHIBITOR
DURLOBACTAM SODIUM,CHEMBL4297378,CHEMBL5223043,INHIBITOR
ABEMACICLIB,CHEMBL3301610,CHEMBL331,INHIBITOR
ABEMACICLIB,CHEMBL3301610,CHEMBL2508,INHIBITOR
DIHYDROSTREPTOMYCIN SULFATE,CHEMBL3188576,CHEMBL2363135,INHIBITOR
MIDOSTAURIN,CHEMBL608533,CHEMBL1974,INHIBITOR
MIDOSTAURIN,CHEMBL608533,CHEMBL1936,INHIBITOR
MIDOSTAURIN,CHEMBL608533,CHEMBL2095189,INHIBITOR
MIDOSTAURIN,CHEMBL608533,CHEMBL2093867,INHIBITOR
MIDOSTAURIN,CHEMBL608533,CHEMBL279,INHIBITOR
BUPROPION HYDROCHLORIDE,CHEMBL1698,CHEMBL238,INHIBITOR
BUPROPION HYDROCHLORIDE,CHEMBL1698,CHEMBL222,INHIBITOR
EPOPROSTENOL SODIUM,CHEMBL962,CHEMBL1995,AGONIST
POTASSIUM NITRATE,CHEMBL1644029,,
PENTOSTATIN,CHEMBL1580,CHEMBL1910,INHIBITOR
DOXYLAMINE,CHEMBL1004,,
ALISKIREN FUMARATE,CHEMBL3545059,CHEMBL286,INHIBITOR
METHARBITAL,CHEMBL450,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
NITROFURAZONE,CHEMBL869,CHEMBL2364041,INHIBITOR
BESIFLOXACIN HYDROCHLORIDE,CHEMBL1201761,CHEMBL2363076,INHIBITOR
BESIFLOXACIN HYDROCHLORIDE,CHEMBL1201761,CHEMBL2311224,INHIBITOR
TRAMETINIB,CHEMBL2103875,CHEMBL2111289,INHIBITOR
DICYCLOMINE HYDROCHLORIDE,CHEMBL1200479,CHEMBL245,ANTAGONIST
DICYCLOMINE HYDROCHLORIDE,CHEMBL1200479,CHEMBL216,ANTAGONIST
DECAMETHONIUM BROMIDE,CHEMBL1134,CHEMBL2362997,PARTIAL AGONIST
KANAMYCIN SULFATE,CHEMBL1446,CHEMBL2363135,INHIBITOR
TOVORAFENIB,CHEMBL3348923,CHEMBL3559685,INHIBITOR
TRIHEXYPHENIDYL HYDROCHLORIDE,CHEMBL1092,CHEMBL216,ANTAGONIST
DIVALPROEX SODIUM,CHEMBL2105613,CHEMBL1911,INHIBITOR
ALVIMOPAN,CHEMBL270190,CHEMBL233,ANTAGONIST
EMPAGLIFLOZIN,CHEMBL2107830,CHEMBL3884,INHIBITOR
TEDIZOLID PHOSPHATE,CHEMBL2105669,CHEMBL2363135,INHIBITOR
EDOXABAN,CHEMBL1269025,,
NIROGACESTAT HYDROBROMIDE,CHEMBL4298153,CHEMBL2094135,INHIBITOR
ARFORMOTEROL,CHEMBL1363,,
REGADENOSON ANHYDROUS,CHEMBL317052,,
MARALIXIBAT,CHEMBL363392,CHEMBL2778,INHIBITOR
TAZOBACTAM,CHEMBL404,,
OXYCODONE,CHEMBL656,CHEMBL233,AGONIST
INDOMETHACIN SODIUM,CHEMBL3989410,CHEMBL2094253,INHIBITOR
HISTAMINE,CHEMBL90,,
VARDENAFIL,CHEMBL1520,,
REGADENOSON,CHEMBL3989695,CHEMBL251,AGONIST
ZINC CHLORIDE,CHEMBL1200679,,
NIRAPARIB,CHEMBL1094636,CHEMBL5366,INHIBITOR
NIRAPARIB,CHEMBL1094636,CHEMBL3105,INHIBITOR
SODIUM CARBONATE,CHEMBL186314,,
TENELIGLIPTIN,CHEMBL2147777,CHEMBL284,INHIBITOR
CLONIDINE HYDROCHLORIDE,CHEMBL1705,CHEMBL2095158,AGONIST
TIGECYCLINE,CHEMBL376140,CHEMBL2363135,INHIBITOR
SELINEXOR,CHEMBL3545185,CHEMBL5661,INHIBITOR
ACLIDINIUM,CHEMBL1194325,,
DUTASTERIDE,CHEMBL1200969,CHEMBL2363075,INHIBITOR
MELPHALAN FLUFENAMIDE HYDROCHLORIDE,CHEMBL4297403,CHEMBL2311221,CROSS-LINKING AGENT
DEXFENFLURAMINE,CHEMBL248702,,
ASCIMINIB HYDROCHLORIDE,CHEMBL4297220,CHEMBL2096618,INHIBITOR
SERTRALINE HYDROCHLORIDE,CHEMBL1709,CHEMBL228,INHIBITOR
HYDROXYAMPHETAMINE,CHEMBL1546,,
OSELTAMIVIR,CHEMBL1229,,
LENALIDOMIDE,CHEMBL848,CHEMBL3833061,INHIBITOR
PYRIDOSTIGMINE BROMIDE,CHEMBL812,CHEMBL220,INHIBITOR
IODOHIPPURATE SODIUM I 123,CHEMBL1200439,,
CARMUSTINE,CHEMBL513,CHEMBL2755,INHIBITOR
CARMUSTINE,CHEMBL513,CHEMBL2311221,INHIBITOR
CARMUSTINE,CHEMBL513,CHEMBL2311222,INHIBITOR
ERYTHROMYCIN,CHEMBL532,CHEMBL2363135,INHIBITOR
EFLORNITHINE,CHEMBL830,,
OSPEMIFENE,CHEMBL2105395,CHEMBL2093866,MODULATOR
ISOFLURANE,CHEMBL1256,CHEMBL2363052,POSITIVE MODULATOR
ISOFLURANE,CHEMBL1256,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
ISOFLURANE,CHEMBL1256,CHEMBL2331041,OPENER
ISOFLURANE,CHEMBL1256,CHEMBL2331042,OPENER
ISOFLURANE,CHEMBL1256,CHEMBL2321613,OPENER
ISOFLURANE,CHEMBL1256,CHEMBL2321614,OPENER
ISOFLURANE,CHEMBL1256,CHEMBL2321615,OPENER
ATOMOXETINE,CHEMBL641,,
BRIGATINIB,CHEMBL3545311,CHEMBL4247,INHIBITOR
BRIGATINIB,CHEMBL3545311,CHEMBL203,INHIBITOR
MEFLOQUINE,CHEMBL416956,,
ISOETHARINE HYDROCHLORIDE,CHEMBL1200920,CHEMBL210,AGONIST
MIDAZOLAM,CHEMBL655,CHEMBL2093872,POSITIVE ALLOSTERIC MODULATOR
DABRAFENIB,CHEMBL2028663,,
PERINDOPRIL ARGININE,CHEMBL3544986,CHEMBL1808,INHIBITOR
AZILSARTAN KAMEDOXOMIL,CHEMBL2103795,CHEMBL227,ANTAGONIST
DOXACURIUM CHLORIDE,CHEMBL1237099,CHEMBL2362997,ANTAGONIST
CHLOROPROCAINE HYDROCHLORIDE,CHEMBL944,CHEMBL2331043,BLOCKER
ATORVASTATIN,CHEMBL1487,,
ROCURONIUM BROMIDE,CHEMBL1200648,CHEMBL2362997,ANTAGONIST
HYDROCORTAMATE HYDROCHLORIDE,CHEMBL1200635,CHEMBL2034,AGONIST
NOREPINEPHRINE BITARTRATE,CHEMBL1434513,CHEMBL2331074,AGONIST
SULFAPHENAZOLE,CHEMBL1109,CHEMBL2364668,INHIBITOR
MAFENIDE,CHEMBL419,,
TRICHLORMETHIAZIDE,CHEMBL1054,CHEMBL1876,INHIBITOR
TELBIVUDINE,CHEMBL374731,CHEMBL2362994,INHIBITOR
ELTROMBOPAG CHOLINE,CHEMBL6068328,CHEMBL1864,AGONIST
HEXESTROL,CHEMBL9225,,
ISRADIPINE,CHEMBL1648,CHEMBL2095229,BLOCKER
TRIPELENNAMINE CITRATE,CHEMBL1200769,CHEMBL231,ANTAGONIST
DIBENZEPIN,CHEMBL1442422,CHEMBL231,ANTAGONIST
DIBENZEPIN,CHEMBL1442422,CHEMBL222,INHIBITOR
ISAVUCONAZONIUM SULFATE,CHEMBL3137333,CHEMBL3390824,INHIBITOR
ISAVUCONAZONIUM SULFATE,CHEMBL3137333,CHEMBL3390825,INHIBITOR
EVANS BLUE,CHEMBL1200712,,
HETACILLIN,CHEMBL1201116,CHEMBL2362973,INHIBITOR
DEZOCINE,CHEMBL1685,CHEMBL233,PARTIAL AGONIST
DEZOCINE,CHEMBL1685,CHEMBL237,ANTAGONIST
IOTHALAMIC ACID,CHEMBL1201300,,
CEPHALEXIN ANHYDROUS,CHEMBL1727,,
MONTELUKAST,CHEMBL787,,
LUMATEPERONE,CHEMBL3306803,CHEMBL224,ANTAGONIST
LUMATEPERONE,CHEMBL3306803,CHEMBL217,ANTAGONIST
LUMATEPERONE,CHEMBL3306803,CHEMBL228,INHIBITOR
TENOFOVIR ALAFENAMIDE,CHEMBL2107825,CHEMBL247,INHIBITOR
ESCITALOPRAM OXALATE,CHEMBL1200322,CHEMBL228,INHIBITOR
WARFARIN,CHEMBL1464,,
METOPROLOL,CHEMBL13,,
RAMIPRIL,CHEMBL1168,CHEMBL1808,INHIBITOR
LEFLUNOMIDE,CHEMBL960,CHEMBL1966,INHIBITOR
ROPIVACAINE,CHEMBL1077896,,
CARBENICILLIN INDANYL,CHEMBL1596,,
TETRACYCLINE,CHEMBL1440,CHEMBL2363135,INHIBITOR
