compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,itp,pubmed_id
Astragalus extract,Caenorhabditis elegans,N2,200 Âµg/ml,,,24.7,S,,,Unknown,,,No,25186652
Astragalus extract,Caenorhabditis elegans,N2,50 Âµg/ml,,,7.0,NS,,,Unknown,,,No,25186652
Mulberry extract,Caenorhabditis elegans,N2,25 mg/mL,,,22.5,S,,,Unknown,,,No,25323576
Acanthopanax sessiliflorus extract,Caenorhabditis elegans,N2,500 mg/L,,,18.0,S,20.0,,Unknown,,,No,25324932
G109,Caenorhabditis elegans,N2,30 ÂµM,,,6.25,S,-8.69,,Unknown,,,No,25437839
D609,Caenorhabditis elegans,N2,30 ÂµM,,,25.0,S,26.08,,Unknown,,,No,25437839
PDMP,Caenorhabditis elegans,N2,30 ÂµM,,,37.5,S,39.13,,Unknown,,,No,25437839
D-Erythro-MAPP,Caenorhabditis elegans,N2,30 ÂµM,,,-6.25,S,-4.34,,Unknown,,,No,25437839
C75,Caenorhabditis elegans,N2,30 ÂµM,,,-6.25,S,-4.34,,Unknown,,,No,25437839
Myriocin,Caenorhabditis elegans,N2,30 ÂµM,,,31.25,S,26.06,,Unknown,,,No,25437839
Royalactin,Caenorhabditis elegans,N2,1.6 Âµg/ml,,,33.9,S,,,Unknown,,,No,25456847
Royalactin,Caenorhabditis elegans,N2,0.4 Âµg/ml,,,29.1,S,,,Unknown,,,No,25456847
Royalactin,Caenorhabditis elegans,N2,0.04 Âµg/ml,,,26.8,S,,,Unknown,,,No,25456847
Ibuprofen,Caenorhabditis elegans,N2,0.4 mM,,,6.96,S,,,Hermaphrodite,,,No,25521617
Ibuprofen,Caenorhabditis elegans,N2,0.2 mM,,,7.39,NS,,,Hermaphrodite,,,No,25521617
Ibuprofen,Caenorhabditis elegans,N2,0.1 mM,,,10.51,S,,,Hermaphrodite,,,No,25521617
Ibuprofen,Caenorhabditis elegans,N2,0.05 mM,,,7.13,S,,,Hermaphrodite,,,No,25521617
Ibuprofen,Caenorhabditis elegans,N2,0.025 mM,,,9.67,S,,,Hermaphrodite,,,No,25521617
Ibuprofen,Caenorhabditis elegans,N2,0.01 mM,,,4.63,S,,,Hermaphrodite,,,No,25521617
Edetate Calcium Disodium,Caenorhabditis elegans,N2,,,,21.4,S,,,Unknown,,,No,25554795
N-nitrosodimethylamine,Caenorhabditis elegans,N2,50 ÂµM,,,5.5,S,,,Unknown,,,No,25556763
Dibromoacetic acid,Caenorhabditis elegans,N2,100 ÂµM,,,14.6,S,,,Unknown,,,No,25556763
Genistein,Caenorhabditis elegans,N2,100 ÂµM,,,27.9,S,,,Unknown,,,No,25593647
Genistein,Caenorhabditis elegans,N2,50 ÂµM,,,10.0,S,,,Unknown,,,No,25593647
Specioside,Caenorhabditis elegans,N2,5 ÂµM,,,8.9,S,,,Unknown,,,No,25619942
Specioside,Caenorhabditis elegans,N2,50 ÂµM,,,11.8,S,,,Unknown,,,No,25619942
Specioside,Caenorhabditis elegans,N2,25 ÂµM,,,15.5,S,,,Unknown,,,No,25619942
Gluconic acid,Caenorhabditis elegans,N2,5 mM,,,17.0,S,,,Unknown,,,No,25643626
Gluconic acid,Caenorhabditis elegans,N2,10 mM,,,16.0,S,,,Unknown,,,No,25643626
Gluconic acid,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
Valine,Caenorhabditis elegans,N2,10 mM,,,-1.0,S,,,Unknown,,,No,25643626
Xylose,Caenorhabditis elegans,N2,10 mM,,,6.0,S,,,Unknown,,,No,25643626
Valine,Caenorhabditis elegans,N2,5 mM,,,8.0,S,,,Unknown,,,No,25643626
Valine,Caenorhabditis elegans,N2,1 mM,,,13.0,NS,,,Unknown,,,No,25643626
Tyrosine,Caenorhabditis elegans,N2,5 mM,,,5.0,S,,,Unknown,,,No,25643626
Tyrosine,Caenorhabditis elegans,N2,1 mM,,,10.0,S,,,Unknown,,,No,25643626
Tryptophan,Caenorhabditis elegans,N2,10 mM,,,1.0,NS,,,Unknown,,,No,25643626
Tyrosine,Caenorhabditis elegans,N2,10 mM,,,2.0,NS,,,Unknown,,,No,25643626
Tryptophan,Caenorhabditis elegans,N2,1 mM,,,9.0,S,,,Unknown,,,No,25643626
Tryptophan,Caenorhabditis elegans,N2,5 mM,,,6.0,S,,,Unknown,,,No,25643626
Threonine,Caenorhabditis elegans,N2,1 mM,,,0.0,S,,,Unknown,,,No,25643626
Threonine,Caenorhabditis elegans,N2,10 mM,,,8.0,S,,,Unknown,,,No,25643626
Tryptophan,Caenorhabditis elegans,N2,1 mM,,,14.0,S,,,Unknown,,,No,25643626
Threonine,Caenorhabditis elegans,N2,5 mM,,,3.0,NS,,,Unknown,,,No,25643626
Taurine,Caenorhabditis elegans,N2,10 mM,,,-4.0,S,,,Unknown,,,No,25643626
Taurine,Caenorhabditis elegans,N2,5 mM,,,6.0,S,,,Unknown,,,No,25643626
Taurine,Caenorhabditis elegans,N2,1 mM,,,11.0,S,,,Unknown,,,No,25643626
Succinate,Caenorhabditis elegans,N2,1 mM,,,11.0,S,,,Unknown,,,No,25643626
Succinate,Caenorhabditis elegans,N2,5 mM,,,10.0,S,,,Unknown,,,No,25643626
Serine,Caenorhabditis elegans,N2,10 mM,,,22.0,S,,,Unknown,,,No,25643626
Succinate,Caenorhabditis elegans,N2,10 mM,,,4.0,NS,,,Unknown,,,No,25643626
Serine,Caenorhabditis elegans,N2,5 mM,,,18.0,S,,,Unknown,,,No,25643626
Serine,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
Ribose,Caenorhabditis elegans,N2,10 mM,,,1.0,NS,,,Unknown,,,No,25643626
Serine,Caenorhabditis elegans,N2,10 mM,,,9.0,S,,,Unknown,,,No,25643626
Proline,Caenorhabditis elegans,N2,10 mM,,,18.0,S,,,Unknown,,,No,25643626
Putrescine,Caenorhabditis elegans,N2,100 ÂµM,,,1.0,NS,,,Unknown,,,No,25643626
Ribose,Caenorhabditis elegans,N2,5 mM,,,9.0,S,,,Unknown,,,No,25643626
Ribose,Caenorhabditis elegans,N2,1 mM,,,9.0,S,,,Unknown,,,No,25643626
Putrescine,Caenorhabditis elegans,N2,10 mM,,,-13.0,S,,,Unknown,,,No,25643626
Putrescine,Caenorhabditis elegans,N2,1 mM,,,10.0,S,,,Unknown,,,No,25643626
Proline,Caenorhabditis elegans,N2,5 mM,,,19.0,S,,,Unknown,,,No,25643626
Proline,Caenorhabditis elegans,N2,5 mM,,,8.0,S,,,Unknown,,,No,25643626
Proline,Caenorhabditis elegans,N2,1 mM,,,17.0,S,,,Unknown,,,No,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,5 mM,,,12.0,S,,,Unknown,,,No,25643626
Picolinic acid,Caenorhabditis elegans,N2,1 mM,,,7.0,S,,,Unknown,,,No,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,10 mM,,,8.0,S,,,Unknown,,,No,25643626
Phosphoenolpyruvate,Caenorhabditis elegans,N2,1 mM,,,12.0,S,,,Unknown,,,No,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,1 mM,,,12.0,S,,,Unknown,,,No,25643626
Methionine,Caenorhabditis elegans,N2,10 mM,,,14.0,S,,,Unknown,,,No,25643626
Ornithine,Caenorhabditis elegans,N2,10 mM,,,-10.0,S,,,Unknown,,,No,25643626
Ornithine,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
Ornithine,Caenorhabditis elegans,N2,100 ÂµM,,,3.0,NS,,,Unknown,,,No,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,10 mM,,,10.0,NS,,,Unknown,,,No,25643626
N-acetyl-l-histidine,Caenorhabditis elegans,N2,100 ÂµM,,,3.0,NS,,,Unknown,,,No,25643626
Methionine,Caenorhabditis elegans,N2,1 mM,,,4.0,NS,,,Unknown,,,No,25643626
Methionine,Caenorhabditis elegans,N2,5 mM,,,8.0,S,,,Unknown,,,No,25643626
Lysine,Caenorhabditis elegans,N2,1 mM,,,7.0,S,,,Unknown,,,No,25643626
Lysine,Caenorhabditis elegans,N2,10 mM,,,6.0,S,,,Unknown,,,No,25643626
L-theanine,Caenorhabditis elegans,N2,10 mM,,,-15.0,S,,,Unknown,,,No,25643626
Lysine,Caenorhabditis elegans,N2,5 mM,,,8.0,S,,,Unknown,,,No,25643626
L-theanine,Caenorhabditis elegans,N2,5 mM,,,10.0,S,,,Unknown,,,No,25643626
L-theanine,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
L-theanine,Caenorhabditis elegans,N2,100 ÂµM,,,14.0,S,,,Unknown,,,No,25643626
L-histidine methyl ester,Caenorhabditis elegans,N2,10 mM,,,4.0,NS,,,Unknown,,,No,25643626
Homocysteine,Caenorhabditis elegans,N2,1 mM,,,13.0,S,,,Unknown,,,No,25643626
L-histidine methyl ester,Caenorhabditis elegans,N2,1 mM,,,9.0,S,,,Unknown,,,No,25643626
L-histidine methyl ester,Caenorhabditis elegans,N2,100 ÂµM,,,8.0,S,,,Unknown,,,No,25643626
Leucine,Caenorhabditis elegans,N2,10 mM,,,7.0,S,,,Unknown,,,No,25643626
Leucine,Caenorhabditis elegans,N2,5 mM,,,6.0,S,,,Unknown,,,No,25643626
Isoleucine,Caenorhabditis elegans,N2,10 mM,,,3.0,S,,,Unknown,,,No,25643626
Leucine,Caenorhabditis elegans,N2,1 mM,,,16.0,S,,,Unknown,,,No,25643626
Isoleucine,Caenorhabditis elegans,N2,5 mM,,,3.0,NS,,,Unknown,,,No,25643626
Isoleucine,Caenorhabditis elegans,N2,1 mM,,,3.0,NS,,,Unknown,,,No,25643626
Inositol,Caenorhabditis elegans,N2,10 mM,,,17.0,S,,,Unknown,,,No,25643626
Inositol,Caenorhabditis elegans,N2,1 mM,,,3.0,S,,,Unknown,,,No,25643626
Homocysteine,Caenorhabditis elegans,N2,5 mM,,,7.0,S,,,Unknown,,,No,25643626
Histidine,Caenorhabditis elegans,N2,10 mM,,,12.0,S,,,Unknown,,,No,25643626
Histidine,Caenorhabditis elegans,N2,5 mM,,,9.0,S,,,Unknown,,,No,25643626
Histidine,Caenorhabditis elegans,N2,1 mM,,,4.0,NS,,,Unknown,,,No,25643626
Histidine,Caenorhabditis elegans,N2,5 mM,,,10.0,S,,,Unknown,,,No,25643626
Glycine,Caenorhabditis elegans,N2,10 mM,,,-4.0,NS,,,Unknown,,,No,25643626
Glycine,Caenorhabditis elegans,N2,1 mM,,,10.0,S,,,Unknown,,,No,25643626
Glycine,Caenorhabditis elegans,N2,5 mM,,,3.0,NS,,,Unknown,,,No,25643626
Glutamine,Caenorhabditis elegans,N2,5 mM,,,16.0,S,,,Unknown,,,No,25643626
Glycerol,Caenorhabditis elegans,N2,10 mM,,,21.0,S,,,Unknown,,,No,25643626
Glutamine,Caenorhabditis elegans,N2,10 mM,,,-6.0,S,,,Unknown,,,No,25643626
Glutamate,Caenorhabditis elegans,N2,5 mM,,,11.0,S,,,Unknown,,,No,25643626
Glutamine,Caenorhabditis elegans,N2,1 mM,,,15.0,S,,,Unknown,,,No,25643626
Glutamate,Caenorhabditis elegans,N2,10 mM,,,-8.0,S,,,Unknown,,,No,25643626
Glutamate,Caenorhabditis elegans,N2,1 mM,,,14.0,S,,,Unknown,,,No,25643626
DL-lactate,Caenorhabditis elegans,N2,1 mM,,,3.0,NS,,,Unknown,,,No,25643626
Galactose,Caenorhabditis elegans,N2,10 mM,,,6.0,S,,,Unknown,,,No,25643626
DL-lactate,Caenorhabditis elegans,N2,10 mM,,,2.0,NS,,,Unknown,,,No,25643626
Galactose,Caenorhabditis elegans,N2,1 mM,,,1.0,NS,,,Unknown,,,No,25643626
DL-lactate,Caenorhabditis elegans,N2,5 mM,,,6.0,S,,,Unknown,,,No,25643626
DL-isocitrate,Caenorhabditis elegans,N2,5 mM,,,13.0,S,,,Unknown,,,No,25643626
DL-isocitrate,Caenorhabditis elegans,N2,1 mM,,,3.0,NS,,,Unknown,,,No,25643626
DL-isocitrate,Caenorhabditis elegans,N2,10 mM,,,-28.0,S,,,Unknown,,,No,25643626
D-glutamate,Caenorhabditis elegans,N2,5 mM,,,18.0,S,,,Unknown,,,No,25643626
D-glutamate,Caenorhabditis elegans,N2,1 mM,,,14.0,S,,,Unknown,,,No,25643626
D-aspartate,Caenorhabditis elegans,N2,5 mM,,,18.0,S,,,Unknown,,,No,25643626
D-glutamate,Caenorhabditis elegans,N2,10 mM,,,-3.0,NS,,,Unknown,,,No,25643626
D-aspartate,Caenorhabditis elegans,N2,10 mM,,,8.0,S,,,Unknown,,,No,25643626
D-alanine,Caenorhabditis elegans,N2,5 mM,,,16.0,S,,,Unknown,,,No,25643626
D-aspartate,Caenorhabditis elegans,N2,1 mM,,,7.0,NS,,,Unknown,,,No,25643626
D-alanine,Caenorhabditis elegans,N2,1 mM,,,14.0,S,,,Unknown,,,No,25643626
D-alanine,Caenorhabditis elegans,N2,10 mM,,,16.0,S,,,Unknown,,,No,25643626
Cysteine,Caenorhabditis elegans,N2,10 mM,,,2.0,NS,,,Unknown,,,No,25643626
Carnosine,Caenorhabditis elegans,N2,1 mM,,,11.0,S,,,Unknown,,,No,25643626
Cysteine,Caenorhabditis elegans,N2,5 mM,,,16.0,S,,,Unknown,,,No,25643626
Cysteine,Caenorhabditis elegans,N2,1 mM,,,9.0,S,,,Unknown,,,No,25643626
Creatine,Caenorhabditis elegans,N2,10 mM,,,-18.0,S,,,Unknown,,,No,25643626
Creatine,Caenorhabditis elegans,N2,1 mM,,,-4.0,S,,,Unknown,,,No,25643626
Creatine,Caenorhabditis elegans,N2,5 mM,,,-20.0,S,,,Unknown,,,No,25643626
Betaine,Caenorhabditis elegans,N2,1 mM,,,9.0,S,,,Unknown,,,No,25643626
Carnosine,Caenorhabditis elegans,N2,10 ÂµM,,,1.0,NS,,,Unknown,,,No,25643626
Carnosine,Caenorhabditis elegans,N2,100 ÂµM,,,4.0,S,,,Unknown,,,No,25643626
Citrate,Caenorhabditis elegans,N2,10 mM,,,-2.0,NS,,,Unknown,,,No,25643626
Caprylate,Caenorhabditis elegans,N2,5 mM,,,-5.0,S,,,Unknown,,,No,25643626
Caprylate,Caenorhabditis elegans,N2,10 mM,,,-18.0,S,,,Unknown,,,No,25643626
Arginine,Caenorhabditis elegans,N2,5 mM,,,11.0,S,,,Unknown,,,No,25643626
Caprylate,Caenorhabditis elegans,N2,1 mM,,,7.0,S,,,Unknown,,,No,25643626
Caprylate,Caenorhabditis elegans,N2,100 ÂµM,,,1.0,NS,,,Unknown,,,No,25643626
Beta-alanine,Caenorhabditis elegans,N2,1 mM,,,13.0,S,,,Unknown,,,No,25643626
Beta-alanine,Caenorhabditis elegans,N2,5 mM,,,5.0,NS,,,Unknown,,,No,25643626
Asparagine,Caenorhabditis elegans,N2,5 mM,,,5.0,S,,,Unknown,,,No,25643626
Asparagine,Caenorhabditis elegans,N2,10 mM,,,-25.0,S,,,Unknown,,,No,25643626
Asparagine,Caenorhabditis elegans,N2,1 mM,,,1.0,NS,,,Unknown,,,No,25643626
Arginine,Caenorhabditis elegans,N2,10 mM,,,15.0,S,,,Unknown,,,No,25643626
Alpha-ketoglutarate,Caenorhabditis elegans,N2,1 mM,,,15.0,S,,,Unknown,,,No,25643626
Arginine,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
Alpha-ketoglutarate,Caenorhabditis elegans,N2,5 mM,,,11.0,S,,,Unknown,,,No,25643626
Alpha-ketoglutarate,Caenorhabditis elegans,N2,10 mM,,,7.0,NS,,,Unknown,,,No,25643626
Alpha-ketoglutarate,Caenorhabditis elegans,N2,100 ÂµM,,,10.0,S,,,Unknown,,,No,25643626
Alanine,Caenorhabditis elegans,N2,10 mM,,,11.0,S,,,Unknown,,,No,25643626
Alanine,Caenorhabditis elegans,N2,1 mM,,,8.0,S,,,Unknown,,,No,25643626
Alanine,Caenorhabditis elegans,N2,5 mM,,,4.0,NS,,,Unknown,,,No,25643626
Agmatine,Caenorhabditis elegans,N2,10 mM,,,-20.0,S,,,Unknown,,,No,25643626
Agmatine,Caenorhabditis elegans,N2,1 mM,,,16.0,S,,,Unknown,,,No,25643626
Agmatine,Caenorhabditis elegans,N2,100 ÂµM,,,1.0,NS,,,Unknown,,,No,25643626
Rifamycin SV,Caenorhabditis elegans,N2,50 ÂµM,,,20.9,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,30 ÂµM,,,56.1,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,50 ÂµM,,,45.4,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,50 ÂµM,,,55.8,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,20 ÂµM,,,50.8,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,10 ÂµM,,,45.3,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,100 ÂµM,,,49.2,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,200 ÂµM,,,43.4,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,50 ÂµM,,,37.9,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,1 ÂµM,,,34.8,S,,,Unknown,,,No,25720500
Rifampicin,Caenorhabditis elegans,N2,5 ÂµM,,,42.6,S,,,Unknown,,,No,25720500
10-hydroxy-2-decenoic Acid,Caenorhabditis elegans,N2,25 ÂµM,,,10.0,S,14.0,,Unknown,,,No,25789174
Garlic extract,Caenorhabditis elegans,N2,50 ppm,,,21.0,S,,,Unknown,,,No,25940980
Soybean trypsin inhibitor,Caenorhabditis elegans,N2,10 ÂµM,,,10.4,S,,,Unknown,,,No,25959406
Buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,10 ÂµM,,,23.7,S,,,Unknown,,,No,25959406
Soybean trypsin inhibitor,Caenorhabditis elegans,N2,5 ÂµM,,,8.7,S,,,Unknown,,,No,25959406
Buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,2.5 ÂµM,,,7.5,S,,,Unknown,,,No,25959406
Curcumin,Caenorhabditis elegans,N2,100 ÂµM,,,22.5,S,,,Unknown,,,No,25959406
Buckwheat trypsin inhibitor,Caenorhabditis elegans,N2,5 ÂµM,,,15.6,S,,,Unknown,,,No,25959406
Resveratrol,Caenorhabditis elegans,N2,1 ÂµM,,,6.3,NS,9.1,,Unknown,,,No,25976661
Resveratrol,Caenorhabditis elegans,N2,50 ÂµM,,,15.4,S,14.3,,Unknown,,,No,25976661
Resveratrol,Caenorhabditis elegans,N2,10 ÂµM,,,12.8,S,9.1,,Unknown,,,No,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 ÂµM,,,15.5,S,16.7,,Unknown,,,No,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 ÂµM,,,12.8,S,20.0,,Unknown,,,No,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,10 ÂµM,,,11.8,S,18.1,,Unknown,,,No,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,1 ÂµM,,,10.3,S,16.7,,Unknown,,,No,25976661
Dehydroabietic acid,Caenorhabditis elegans,N2,50 ÂµM,,,4.8,NS,8.3,,Unknown,,,No,25976661
Echinacoside,Caenorhabditis elegans,N2,600 ÂµM,,,9.47,S,,,Unknown,,,No,26027643
Echinacoside,Caenorhabditis elegans,N2,300 ÂµM,,,15.82,S,,,Unknown,,,No,26027643
Echinacoside,Caenorhabditis elegans,N2,150 ÂµM,,,7.6,S,,,Unknown,,,No,26027643
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,5 mM,,,30.5,S,47.1,,Unknown,,,No,26039957
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,1 mM,,,28.1,S,17.6,,Unknown,,,No,26039957
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,5 mM,,,14.6,NS,19.0,,Unknown,,,No,26039957
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,2 mM,,,27.1,S,23.5,,Unknown,,,No,26039957
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,1 mM,,,6.1,NS,9.5,,Unknown,,,No,26039957
N-acetyl-L-cysteine,Caenorhabditis elegans,N2 CGCb strain,2 mM,,,5.2,NS,9.5,,Unknown,,,No,26039957
Otophylloside B,Caenorhabditis elegans,N2,50 ÂµM,,,30.0,S,,,Unknown,,,No,26112394
Lappaol C,Caenorhabditis elegans,N2,100 ÂµM,,,11.5,S,,,Unknown,,,No,26141518
Lappaol F,Caenorhabditis elegans,N2,100 ÂµM,,,12.5,S,,,Unknown,,,No,26141518
Matairesinol,Caenorhabditis elegans,N2,100 ÂµM,,,25.0,S,,,Unknown,,,No,26141518
Matairesinol,Caenorhabditis elegans,N2,10 ÂµM,,,14.0,S,,,Unknown,,,No,26141518
Lappaol C,Caenorhabditis elegans,N2,10 ÂµM,,,11.3,S,,,Unknown,,,No,26141518
Arctiin,Caenorhabditis elegans,N2,100 ÂµM,,,15.3,S,,,Unknown,,,No,26141518
Arctiin,Caenorhabditis elegans,N2,10 ÂµM,,,8.9,S,,,Unknown,,,No,26141518
Arctigenin,Caenorhabditis elegans,N2,100 ÂµM,,,13.7,S,,,Unknown,,,No,26141518
Arctigenin,Caenorhabditis elegans,N2,10 ÂµM,,,6.7,S,,,Unknown,,,No,26141518
(Iso)lappaol A,Caenorhabditis elegans,N2,100 ÂµM,,,11.2,S,,,Unknown,,,No,26141518
Verminoside,Caenorhabditis elegans,N2,5 ÂµM,,,9.8,S,,,Unknown,,,No,26189547
Verminoside,Caenorhabditis elegans,N2,50 ÂµM,,,8.5,S,,,Unknown,,,No,26189547
Verminoside,Caenorhabditis elegans,N2,25 ÂµM,,,20.8,S,,,Unknown,,,No,26189547
(S)-2-hydroxyglutarate,Caenorhabditis elegans,,8 mM,,,31.8,S,,,Unknown,,,No,26190651
Alpha-ketoglutarate,Caenorhabditis elegans,,8 mM,,,47.9,S,,,Unknown,,,No,26190651
(R)-2-hydroxyglutarate,Caenorhabditis elegans,,8 mM,,,42.9,S,,,Unknown,,,No,26190651
Panax notoginseng extract,Caenorhabditis elegans,N2,0.1 mg/ml,,,21.0,,,,Unknown,,,No,26234580
Mianserin,Caenorhabditis elegans,N2,50 ÂµM ,,,28.3,S,46.0,,Unknown,,,No,26255886
Fucoxanthin,Caenorhabditis elegans,N2,5 ÂµM,,,14.0,S,24.0,,Unknown,,,No,26292053
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,,,,5.8,S,,,Unknown,,,No,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,25 ÂµM,,,39.0,S,,,Unknown,,,No,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,5 ÂµM,,,10.1,S,,,Unknown,,,No,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,25 ÂµM,,,17.3,S,,,Unknown,,,No,26433219
Acacetin 7-O-alpha-l-rhamnopyranosyl (1_2) beta-D-xylopyranoside,Caenorhabditis elegans,N2,50 ÂµM,,,17.0,S,,,Unknown,,,No,26433219
Vitexin,Caenorhabditis elegans,N2,100 ÂµM,,,17.2,S,10.5,,Unknown,,,No,26535084
Vitexin,Caenorhabditis elegans,N2,50 ÂµM,,,8.0,S,5.3,,Unknown,,,No,26535084
Folic acid,Caenorhabditis elegans,N2,25 ÂµM,,,15.0,S,,,Unknown,,,No,26546011
Folic acid,Caenorhabditis elegans,N2,10 ÂµM,,,17.1,S,,,Unknown,,,No,26546011
Folic acid,Caenorhabditis elegans,N2,25 ÂµM,,,26.6,S,,,Unknown,,,No,26546011
Folic acid,Caenorhabditis elegans,N2,50 ÂµM,,,0.2,NS,,,Unknown,,,No,26546011
Sorbitol,Caenorhabditis elegans,N2,5%,,,27.12,S,,,Unknown,,,No,26579191
Sorbitol,Caenorhabditis elegans,N2,12.50%,,,16.0,S,,,Unknown,,,No,26579191
Sorbitol,Caenorhabditis elegans,N2,2.50%,,,32.7,S,,,Unknown,,,No,26579191
Sorbitol,Caenorhabditis elegans,N2,1%,,,17.9,S,,,Unknown,,,No,26579191
Oleanolic acid,Caenorhabditis elegans,N2,300 ÂµM,,,16.63,S,,,Unknown,,,No,26592451
Oleanolic acid,Caenorhabditis elegans,N2,200 ÂµM,,,11.18,S,,,Unknown,,,No,26592451
Isoleucine,Caenorhabditis elegans,N2,5 mM,,,9.5,S,6.45,,Unknown,,,No,26620638
Leucine,Caenorhabditis elegans,N2,5 mM,,,6.84,S,7.32,,Unknown,,,No,26620638
L-Valine,Caenorhabditis elegans,N2,5 mM,,,7.05,S,0.0,,Unknown,,,No,26620638
Glycyrrhizae radix extract,Caenorhabditis elegans,N2,0.24 g/mL,,,18.0,S,,,Unknown,,,No,26626487
Glycyrrhizae radix extract,Caenorhabditis elegans,N2,0.18 g/ml,,,12.5,S,,,Unknown,,,No,26626487
Trichostatin A,Caenorhabditis elegans,N2,100 ÂµM,,,22.1,S,,,Unknown,,,No,26676933
Allantoin,Caenorhabditis elegans,N2,250 ÂµM,,,21.9,S,,,Unknown,,,No,26676933
LY-294002,Caenorhabditis elegans,N2,100 ÂµM,,,20.9,S,,,Unknown,,,No,26676933
Rapamycin,Caenorhabditis elegans,N2,10 ÂµM,,,18.9,S,,,Unknown,,,No,26676933
Geldanamycin,Caenorhabditis elegans,N2,20 ÂµM,,,2.0,NS,,,Unknown,,,No,26676933
Dafachronic Acid,Caenorhabditis elegans,N2,0.1ÂµM,,,23.44,S,,,Unknown,,,No,26691751
Caffeine,Caenorhabditis elegans,N2,5 mM,,,65.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,5 mM,,,35.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,5 mM,,,8.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,15 mM,,,24.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,5 mM,,,0.0,NS,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,30 mM,,,-60.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,45 mM,,,-92.0,S,,,Unknown,,,No,26696878
Caffeine,Caenorhabditis elegans,N2,60 mM,,,-96.0,S,,,Unknown,,,No,26696878
Hon Tsai Tai extract,Caenorhabditis elegans,N2,2 mg/ml,,,7.97,S,,,Unknown,,,No,26726147
"2,4-pyridinedicarboxylic acid",Caenorhabditis elegans,N2,10 mM,,,-17.13,S,,,Unknown,,,No,26729005
Pyruvate,Caenorhabditis elegans,N2,8 mM,,,25.17,S,,,Unknown,,,No,26729005
Pyruvate,Caenorhabditis elegans,N2,8 mM,,,-25.35,S,,,Unknown,,,No,26729005
4âmethylâ2âoxovalerate,Caenorhabditis elegans,N2,10 mM,,,12.44,S,,,Unknown,,,No,26729005
Alphaâketoâbetaâmethylvalerate,Caenorhabditis elegans,N2,10 mM,,,20.77,S,,,Unknown,,,No,26729005
Alphaâketoisovalerate,Caenorhabditis elegans,N2,10 mM,,,35.02,S,,,Unknown,,,No,26729005
